,station,month,year,PM10,musim
487,Wanliu,8,2014,103.4497311827957,Musim Panas
488,Wanliu,8,2015,65.87755102040816,Musim Panas
489,Wanliu,8,2016,57.715249662618085,Musim Panas
490,Wanliu,9,2013,102.3769123783032,Musim Gugur
491,Wanliu,9,2014,96.86935933147632,Musim Gugur
492,Wanliu,9,2015,65.40084388185655,Musim Gugur
493,Wanliu,9,2016,66.13037249283667,Musim Gugur
494,Wanliu,10,2013,126.79569892473118,Musim Gugur
495,Wanliu,10,2014,159.20907840440165,Musim Gugur
496,Wanliu,10,2015,87.1379781420765,Musim Gugur
497,Wanliu,10,2016,99.81671159029649,Musim Gugur
498,Wanliu,11,2013,112.9888888888889,Musim Gugur
499,Wanliu,11,2014,145.28824362606233,Musim Gugur
500,Wanliu,11,2015,118.71690140845071,Musim Gugur
501,Wanliu,11,2016,134.7722222222222,Musim Gugur
502,Wanliu,12,2013,116.088948787062,Musim Dingin
503,Wanliu,12,2014,108.35801630434783,Musim Dingin
504,Wanliu,12,2015,157.45196211096075,Musim Dingin
505,Wanliu,12,2016,147.14518317503394,Musim Dingin
506,Wanshouxigong,1,2014,154.021408839779,Musim Dingin
507,Wanshouxigong,1,2015,128.43472409152085,Musim Dingin
508,Wanshouxigong,1,2016,88.93910690121787,Musim Dingin
509,Wanshouxigong,2,2014,172.10675039246468,Musim Dingin
510,Wanshouxigong,2,2015,134.03880597014924,Musim Dingin
511,Wanshouxigong,2,2016,57.45639534883721,Musim Dingin
512,Wanshouxigong,3,2013,130.19354838709677,Musim Semi
513,Wanshouxigong,3,2014,157.3956931359354,Musim Semi
514,Wanshouxigong,3,2015,153.81471389645776,Musim Semi
515,Wanshouxigong,3,2016,130.62534059945503,Musim Semi
516,Wanshouxigong,4,2013,94.04033379694019,Musim Semi
517,Wanshouxigong,4,2014,141.15438108484005,Musim Semi
518,Wanshouxigong,4,2015,119.54160789844852,Musim Semi
519,Wanshouxigong,4,2016,110.54597701149426,Musim Semi
520,Wanshouxigong,5,2013,129.03360215053763,Musim Semi
521,Wanshouxigong,5,2014,116.36619915848529,Musim Semi
522,Wanshouxigong,5,2015,91.56275862068965,Musim Semi
523,Wanshouxigong,5,2016,94.08367626886145,Musim Semi
524,Wanshouxigong,6,2013,118.62743732590529,Musim Panas
525,Wanshouxigong,6,2014,81.49301675977654,Musim Panas
526,Wanshouxigong,6,2015,80.8976157082749,Musim Panas
527,Wanshouxigong,6,2016,82.6814024390244,Musim Panas
528,Wanshouxigong,7,2013,73.97165991902834,Musim Panas
529,Wanshouxigong,7,2014,110.57085020242916,Musim Panas
530,Wanshouxigong,7,2015,77.53171390013495,Musim Panas
531,Wanshouxigong,7,2016,81.9225543478261,Musim Panas
532,Wanshouxigong,8,2013,81.68059299191374,Musim Panas
533,Wanshouxigong,8,2014,91.2321668909825,Musim Panas
534,Wanshouxigong,8,2015,68.04483695652173,Musim Panas
535,Wanshouxigong,8,2016,64.68016194331983,Musim Panas
536,Wanshouxigong,9,2013,117.49027777777778,Musim Gugur
537,Wanshouxigong,9,2014,97.71708333333333,Musim Gugur
538,Wanshouxigong,9,2015,68.52130681818181,Musim Gugur
539,Wanshouxigong,9,2016,70.48285714285714,Musim Gugur
540,Wanshouxigong,10,2013,133.95833333333334,Musim Gugur
541,Wanshouxigong,10,2014,141.71870604781998,Musim Gugur
542,Wanshouxigong,10,2015,98.50134770889488,Musim Gugur
543,Wanshouxigong,10,2016,94.40350877192982,Musim Gugur
544,Wanshouxigong,11,2013,111.8191933240612,Musim Gugur
545,Wanshouxigong,11,2014,142.91900709219857,Musim Gugur
546,Wanshouxigong,11,2015,132.43239436619717,Musim Gugur
547,Wanshouxigong,11,2016,136.37777777777777,Musim Gugur
548,Wanshouxigong,12,2013,121.9986541049798,Musim Dingin
549,Wanshouxigong,12,2014,111.12936288088642,Musim Dingin
550,Wanshouxigong,12,2015,180.30446927374302,Musim Dingin
551,Wanshouxigong,12,2016,169.46018893387316,Musim Dingin
