,station,latitude,longitude,year,aqi_pm10,kualitas_udara,month,PM10,musim
294,Huairou,,,2013,80.7732744107744,,6.0,115.15416666666667,Musim Panas
295,Huairou,,,2014,56.804972804972806,,6.0,66.72841444270016,Musim Panas
296,Huairou,,,2015,58.16634036999206,,6.0,69.47893258426966,Musim Panas
297,Huairou,,,2016,57.78708986658778,,6.0,68.71269177126918,Musim Panas
298,Huairou,,,2013,66.3834572136459,,7.0,86.08086253369272,Musim Panas
299,Huairou,,,2014,81.32503637776365,,7.0,116.26895104895105,Musim Panas
300,Huairou,,,2015,55.207403782100954,,7.0,63.5006729475101,Musim Panas
301,Huairou,,,2016,57.08177667081777,,7.0,67.28767123287672,Musim Panas
302,Huairou,,,2013,60.9283400038117,,8.0,75.05929919137466,Musim Panas
303,Huairou,,,2014,60.55483548354836,,8.0,74.30466760961811,Musim Panas
304,Huairou,,,2015,52.487531137937644,,8.0,58.00542005420054,Musim Panas
305,Huairou,,,2016,49.616559077888795,,8.0,52.204884667571235,Musim Panas
306,Huairou,,,2013,67.9128367003367,,9.0,89.17083333333333,Musim Gugur
307,Huairou,,,2014,61.43736220983011,,9.0,76.08773181169758,Musim Gugur
308,Huairou,,,2015,49.77857001386413,,9.0,52.53221288515406,Musim Gugur
309,Huairou,,,2016,51.40880784243616,,9.0,55.825958702064895,Musim Gugur
310,Huairou,,,2013,71.98678994243511,,10.0,97.40188172043011,Musim Gugur
311,Huairou,,,2014,81.2942760942761,,10.0,116.20680272108844,Musim Gugur
312,Huairou,,,2015,62.710451397443265,,10.0,78.65989159891599,Musim Gugur
313,Huairou,,,2016,69.78139889460644,,10.0,92.94609164420486,Musim Gugur
314,Huairou,,,2013,61.108947612424664,,11.0,75.42420027816412,Musim Gugur
315,Huairou,,,2014,70.52482825473089,,11.0,94.4481223922114,Musim Gugur
316,Huairou,,,2015,73.48064806480647,,11.0,100.42008486562942,Musim Gugur
317,Huairou,,,2016,81.73367893117546,,11.0,117.09457579972184,Musim Gugur
318,Huairou,,,2013,59.328757419921516,,12.0,71.82748948106592,Musim Dingin
319,Huairou,,,2014,57.464643666582724,,12.0,68.06121883656509,Musim Dingin
320,Huairou,,,2015,88.90292339953126,,12.0,131.57937584803256,Musim Dingin
321,Huairou,,,2016,78.59609536222439,,12.0,110.75537634408602,Musim Dingin
322,Nongzhanguan,,,2014,91.14350590372388,,1.0,136.10626702997274,Musim Dingin
323,Nongzhanguan,,,2015,88.6596369096369,,1.0,131.08783783783784,Musim Dingin
324,Nongzhanguan,,,2016,63.31918648854133,,1.0,79.88978494623656,Musim Dingin
325,Nongzhanguan,,,2014,103.51610910326507,,2.0,161.1039755351682,Musim Dingin
326,Nongzhanguan,,,2015,85.44140360384772,,2.0,124.58569299552906,Musim Dingin
327,Nongzhanguan,,,2016,50.25187028789334,,2.0,53.48847262247838,Musim Dingin
328,Nongzhanguan,,,2013,86.70031404217139,,3.0,127.1292059219381,Musim Semi
329,Nongzhanguan,,,2014,92.83986369067014,,3.0,139.53360215053763,Musim Semi
330,Nongzhanguan,,,2015,92.54732865848568,,3.0,138.94256198347108,Musim Semi
331,Nongzhanguan,,,2016,88.93511408361545,,3.0,131.64441416893732,Musim Semi
332,Nongzhanguan,,,2013,71.7761762268021,,4.0,96.97635605006954,Musim Semi
333,Nongzhanguan,,,2014,93.4542576764799,,4.0,140.77492877492878,Musim Semi
334,Nongzhanguan,,,2015,80.21754802931272,,4.0,114.0313725490196,Musim Semi
335,Nongzhanguan,,,2016,77.06010601060106,,4.0,107.65205091937766,Musim Semi
336,Nongzhanguan,,,2013,87.68288538140489,,5.0,129.114401076716,Musim Semi
337,Nongzhanguan,,,2014,87.97882001201503,,5.0,129.71230982019364,Musim Semi
338,Nongzhanguan,,,2015,72.55140033624473,,5.0,98.5426251691475,Musim Semi
339,Nongzhanguan,,,2016,65.6111525086935,,5.0,84.52049180327869,Musim Semi
340,Nongzhanguan,,,2013,77.05881440099317,,6.0,107.64944134078212,Musim Panas
341,Nongzhanguan,,,2014,66.5188156070509,,6.0,86.35434173669468,Musim Panas
342,Nongzhanguan,,,2015,64.66261635967518,,6.0,82.60406162464986,Musim Panas
343,Nongzhanguan,,,2016,61.67922278338945,,6.0,76.57638888888889,Musim Panas
344,Nongzhanguan,,,2013,58.940508721127834,,7.0,71.04306864064603,Musim Panas
345,Nongzhanguan,,,2014,78.42717506557285,,7.0,110.41408839779005,Musim Panas
346,Nongzhanguan,,,2015,61.070856614598206,,7.0,75.34724091520862,Musim Panas
347,Nongzhanguan,,,2016,61.306988806988805,,7.0,75.82432432432432,Musim Panas
348,Nongzhanguan,,,2013,60.79879769353454,,8.0,74.79757085020243,Musim Panas
349,Nongzhanguan,,,2014,67.24560137036585,,8.0,87.8227456258412,Musim Panas
350,Nongzhanguan,,,2015,55.63513513513514,,8.0,64.36486486486487,Musim Panas
351,Nongzhanguan,,,2016,53.17671337026176,,8.0,59.39784946236559,Musim Panas
352,Nongzhanguan,,,2013,72.95631805520385,,9.0,99.36072423398329,Musim Gugur
353,Nongzhanguan,,,2014,70.9001200120012,,9.0,95.2063649222065,Musim Gugur
354,Nongzhanguan,,,2015,55.150120451375685,,9.0,63.38493723849373,Musim Gugur
355,Nongzhanguan,,,2016,60.3898584700877,,9.0,73.97134670487107,Musim Gugur
356,Nongzhanguan,,,2013,78.83174952757726,,10.0,111.23149394347242,Musim Gugur
357,Nongzhanguan,,,2014,106.5608153356772,,10.0,167.25552486187846,Musim Gugur
358,Nongzhanguan,,,2015,73.48958287386236,,10.0,100.43813682678312,Musim Gugur
359,Nongzhanguan,,,2016,76.83770133770133,,10.0,107.20270270270271,Musim Gugur
360,Nongzhanguan,,,2013,76.02695944142397,,11.0,105.56467315716273,Musim Gugur
361,Nongzhanguan,,,2014,93.27731639158151,,11.0,140.41743515850143,Musim Gugur
362,Nongzhanguan,,,2015,89.34108764411795,,11.0,132.46464646464648,Musim Gugur
363,Nongzhanguan,,,2016,95.61625982042648,,11.0,145.14305555555555,Musim Gugur
364,Nongzhanguan,,,2013,80.8014146844792,,12.0,115.21102150537635,Musim Dingin
365,Nongzhanguan,,,2014,80.299644723093,,12.0,114.19724137931034,Musim Dingin
366,Nongzhanguan,,,2015,105.53131313131313,,12.0,165.17551020408163,Musim Dingin
367,Nongzhanguan,,,2016,106.46382103584321,,12.0,167.0595567867036,Musim Dingin
368,Shunyi,,,2014,79.60212245574763,,1.0,112.78796169630643,Musim Dingin
369,Shunyi,,,2015,77.98708749621557,,1.0,109.524931880109,Musim Dingin
370,Shunyi,,,2016,62.03068523068523,,1.0,77.28648648648648,Musim Dingin
371,Shunyi,,,2014,97.6586267661034,,2.0,149.26947040498442,Musim Dingin
372,Shunyi,,,2015,80.91110203834754,,2.0,115.43263473053892,Musim Dingin
373,Shunyi,,,2016,50.16742167685564,,2.0,53.31785195936139,Musim Dingin
374,Shunyi,,,2013,83.21015985093655,,3.0,120.07766990291262,Musim Semi
375,Shunyi,,,2014,89.34661127403064,,3.0,132.4758064516129,Musim Semi
376,Shunyi,,,2015,92.9126207429486,,3.0,139.68060109289618,Musim Semi
377,Shunyi,,,2016,83.90320330375579,,3.0,121.47790055248619,Musim Semi
378,Shunyi,,,2013,65.02356902356902,,4.0,83.33333333333333,Musim Semi
379,Shunyi,,,2014,93.5918152315927,,4.0,141.0528511821975,Musim Semi
380,Shunyi,,,2015,78.75356096172997,,4.0,111.07352112676055,Musim Semi
381,Shunyi,,,2016,78.32869391590322,,4.0,110.21511627906976,Musim Semi
382,Shunyi,,,2013,85.77369930801964,,5.0,125.257065948856,Musim Semi
383,Shunyi,,,2014,78.19533442533442,,5.0,109.94567567567567,Musim Semi
384,Shunyi,,,2015,65.37521440823328,,5.0,84.04380053908356,Musim Semi
385,Shunyi,,,2016,59.63840424446485,,5.0,72.45310245310246,Musim Semi
386,Shunyi,,,2013,79.74149000435509,,6.0,113.06954102920723,Musim Panas
387,Shunyi,,,2014,60.946888237210814,,6.0,75.09677419354838,Musim Panas
388,Shunyi,,,2015,62.70267471347415,,6.0,78.64417952314166,Musim Panas
389,Shunyi,,,2016,55.99480722720159,,6.0,65.09154929577464,Musim Panas
390,Shunyi,,,2013,58.51600272386789,,7.0,70.18539325842697,Musim Panas
391,Shunyi,,,2014,79.89582036582036,,7.0,113.38135135135134,Musim Panas
392,Shunyi,,,2015,59.36938889570468,,7.0,71.90958164642375,Musim Panas
393,Shunyi,,,2016,58.9370899537798,,7.0,71.03616133518776,Musim Panas
394,Shunyi,,,2013,58.42557293363745,,8.0,70.00268817204301,Musim Panas
395,Shunyi,,,2014,64.95978296478296,,8.0,83.20445945945946,Musim Panas
396,Shunyi,,,2015,54.01959651005973,,8.0,61.1008174386921,Musim Panas
397,Shunyi,,,2016,52.69018564018564,,8.0,58.41486486486487,Musim Panas
398,Shunyi,,,2013,69.3378787878788,,9.0,92.05,Musim Gugur
399,Shunyi,,,2014,65.18348287342701,,9.0,83.65642458100558,Musim Gugur
400,Shunyi,,,2015,53.86586141131596,,9.0,60.79020979020979,Musim Gugur
401,Shunyi,,,2016,54.791803483753945,,9.0,62.6609907120743,Musim Gugur
402,Shunyi,,,2013,77.3135935397039,,10.0,108.16419919246299,Musim Gugur
403,Shunyi,,,2014,87.06961211026251,,10.0,127.87533875338754,Musim Gugur
404,Shunyi,,,2015,68.34597324597324,,10.0,90.04594594594595,Musim Gugur
405,Shunyi,,,2016,73.24538587003175,,10.0,99.94475920679886,Musim Gugur
406,Shunyi,,,2013,67.37050617440048,,11.0,88.07510431154381,Musim Gugur
407,Shunyi,,,2014,83.46771501834615,,11.0,120.59803646563815,Musim Gugur
408,Shunyi,,,2015,82.79575269048954,,11.0,119.24039829302987,Musim Gugur
409,Shunyi,,,2016,84.68543771043772,,11.0,123.05833333333334,Musim Gugur
410,Shunyi,,,2013,61.23096007306534,,12.0,75.67071524966262,Musim Dingin
411,Shunyi,,,2014,66.04564315352697,,12.0,85.39834024896265,Musim Dingin
412,Shunyi,,,2015,101.49436674436674,,12.0,157.01923076923077,Musim Dingin
413,Shunyi,,,2016,88.44473032208882,,12.0,130.65363881401618,Musim Dingin
414,Tiantan,,,2014,85.39660048763497,,1.0,124.4951724137931,Musim Dingin
415,Tiantan,,,2015,80.94678858954907,,1.0,115.50473612990528,Musim Dingin
416,Tiantan,,,2016,66.90985427827533,,1.0,87.14439946018894,Musim Dingin
417,Tiantan,,,2014,95.30304621013283,,2.0,144.51023622047245,Musim Dingin
418,Tiantan,,,2015,83.81935600415481,,2.0,121.30849478390462,Musim Dingin
419,Tiantan,,,2016,54.00683603713907,,2.0,61.075036075036074,Musim Dingin
420,Tiantan,,,2013,84.37001594896331,,3.0,122.42105263157895,Musim Semi
421,Tiantan,,,2014,86.63836208654513,,3.0,127.00403768506057,Musim Semi
422,Tiantan,,,2015,90.96185659605632,,3.0,135.7392612859097,Musim Semi
423,Tiantan,,,2016,85.44875568268182,,3.0,124.60054719562244,Musim Semi
424,Tiantan,,,2013,68.53653691729005,,4.0,90.43096234309624,Musim Semi
425,Tiantan,,,2014,86.37396404437078,,4.0,126.46984572230014,Musim Semi
426,Tiantan,,,2015,78.09660793326523,,4.0,109.74620786516854,Musim Semi
427,Tiantan,,,2016,79.1376660588695,,4.0,111.84957020057307,Musim Semi
428,Tiantan,,,2013,92.22555746140651,,5.0,138.29245283018867,Musim Semi
429,Tiantan,,,2014,80.52944262989172,,5.0,114.66152694610777,Musim Semi
430,Tiantan,,,2015,70.28831558831558,,5.0,93.97027027027028,Musim Semi
431,Tiantan,,,2016,66.26666666666667,,5.0,85.84489795918367,Musim Semi
432,Tiantan,,,2013,90.12309989715848,,6.0,134.04463040446305,Musim Panas
433,Tiantan,,,2014,64.81415841443892,,6.0,82.91023842917251,Musim Panas
434,Tiantan,,,2015,63.181629857901044,,6.0,79.61186440677966,Musim Panas
435,Tiantan,,,2016,64.16036596627315,,6.0,81.58931082981717,Musim Panas
436,Tiantan,,,2013,65.41540404040404,,7.0,84.125,Musim Panas
437,Tiantan,,,2014,81.1256133732453,,7.0,115.8660351826793,Musim Panas
438,Tiantan,,,2015,61.30474117872492,,7.0,75.81978319783198,Musim Panas
439,Tiantan,,,2016,61.525034125034125,,7.0,76.26486486486486,Musim Panas
440,Tiantan,,,2013,64.54482918009163,,8.0,82.36608344549126,Musim Panas
441,Tiantan,,,2014,64.80474803747785,,8.0,82.89122562674095,Musim Panas
442,Tiantan,,,2015,54.2971250971251,,8.0,61.66153846153846,Musim Panas
443,Tiantan,,,2016,52.91725680720246,,8.0,58.87364130434783,Musim Panas
444,Tiantan,,,2013,76.36356572720209,,9.0,106.24475524475524,Musim Gugur
445,Tiantan,,,2014,65.81456523274704,,9.0,84.93146853146852,Musim Gugur
446,Tiantan,,,2015,54.04986484563949,,9.0,61.16197183098591,Musim Gugur
447,Tiantan,,,2016,57.89653368214519,,9.0,68.93381294964028,Musim Gugur
448,Tiantan,,,2013,82.55768708591289,,10.0,118.75940860215054,Musim Gugur
449,Tiantan,,,2014,92.672942609829,,10.0,139.19635343618512,Musim Gugur
450,Tiantan,,,2015,67.79901162159226,,10.0,88.94086021505376,Musim Gugur
451,Tiantan,,,2016,71.62646765353125,,10.0,96.67388362652233,Musim Gugur
452,Tiantan,,,2013,75.03155336395949,,11.0,103.55354659248957,Musim Gugur
453,Tiantan,,,2014,85.77565132389817,,11.0,125.26100981767182,Musim Gugur
454,Tiantan,,,2015,86.76447644764477,,11.0,127.25884016973126,Musim Gugur
455,Tiantan,,,2016,88.48399151458956,,11.0,130.73296244784422,Musim Gugur
456,Tiantan,,,2013,74.50743999131096,,12.0,102.49462365591398,Musim Dingin
457,Tiantan,,,2014,77.46215542521993,,12.0,108.46435483870967,Musim Dingin
458,Tiantan,,,2015,105.47067138779096,,12.0,165.05298913043478,Musim Dingin
459,Tiantan,,,2016,112.32370878597294,,12.0,178.8989218328841,Musim Dingin
460,Wanliu,,,2014,93.99965828788562,,1.0,141.8768606224628,Musim Dingin
461,Wanliu,,,2015,86.18931247963505,,1.0,126.09677419354838,Musim Dingin
462,Wanliu,,,2016,64.26758147512865,,1.0,81.80592991913747,Musim Dingin
463,Wanliu,,,2014,103.6511052330348,,2.0,161.37672281776418,Musim Dingin
464,Wanliu,,,2015,86.7517778683698,,2.0,127.23318385650224,Musim Dingin
465,Wanliu,,,2016,51.1740560452572,,2.0,55.35166425470333,Musim Dingin
466,Wanliu,,,2013,95.83607016107017,,3.0,145.58716216216217,Musim Semi
467,Wanliu,,,2014,98.37744379276637,,3.0,150.72177419354838,Musim Semi
468,Wanliu,,,2015,99.33690235690236,,3.0,152.66027210884354,Musim Semi
469,Wanliu,,,2016,92.24781972732791,,3.0,138.33743169398906,Musim Semi
470,Wanliu,,,2013,77.44395205537266,,4.0,108.4275766016713,Musim Semi
471,Wanliu,,,2014,101.937177328844,,4.0,157.9138888888889,Musim Semi
472,Wanliu,,,2015,85.46031746031747,,4.0,124.62390670553935,Musim Semi
473,Wanliu,,,2016,75.17782906640453,,4.0,103.8490832157969,Musim Semi
474,Wanliu,,,2013,88.15656565656568,,5.0,130.07142857142858,Musim Semi
475,Wanliu,,,2014,89.40601295978654,,5.0,132.59582210242587,Musim Semi
476,Wanliu,,,2015,70.66523727844482,,5.0,94.73180592991913,Musim Semi
477,Wanliu,,,2016,59.11033095179437,,5.0,71.38617886178862,Musim Semi
478,Wanliu,,,2013,80.35708130253585,,6.0,114.31328671328671,Musim Panas
479,Wanliu,,,2014,66.5816158806423,,6.0,86.48122392211404,Musim Panas
480,Wanliu,,,2015,64.92524549112292,,6.0,83.13467966573816,Musim Panas
481,Wanliu,,,2016,61.097108727726706,,6.0,75.4002808988764,Musim Panas
482,Wanliu,,,2013,63.49396802028381,,7.0,80.24291497975709,Musim Panas
483,Wanliu,,,2014,84.16494691191865,,7.0,122.00672947510094,Musim Panas
484,Wanliu,,,2015,62.98722439448246,,7.0,79.21908602150538,Musim Panas
485,Wanliu,,,2016,63.25452085127322,,7.0,79.75913396481732,Musim Panas
486,Wanliu,,,2013,66.19021982951996,,8.0,85.69044414535666,Musim Panas
487,Wanliu,,,2014,74.98016997936352,,8.0,103.4497311827957,Musim Panas
488,Wanliu,,,2015,56.38383838383838,,8.0,65.87755102040816,Musim Panas
489,Wanliu,,,2016,52.343911449174605,,8.0,57.715249662618085,Musim Panas
490,Wanliu,,,2013,74.44917885390764,,9.0,102.3769123783032,Musim Gugur
491,Wanliu,,,2014,71.72321825497312,,9.0,96.86935933147632,Musim Gugur
492,Wanliu,,,2015,56.14789242637344,,9.0,65.40084388185655,Musim Gugur
493,Wanliu,,,2016,56.508972243929264,,9.0,66.13037249283667,Musim Gugur
494,Wanliu,,,2013,86.53524492234169,,10.0,126.79569892473118,Musim Gugur
495,Wanliu,,,2014,102.57823072541092,,10.0,159.20907840440165,Musim Gugur
496,Wanliu,,,2015,66.90667605011868,,10.0,87.1379781420765,Musim Gugur
497,Wanliu,,,2016,73.18200876691442,,10.0,99.81671159029649,Musim Gugur
498,Wanliu,,,2013,79.70157126823793,,11.0,112.9888888888889,Musim Gugur
499,Wanliu,,,2014,95.6881205825965,,11.0,145.28824362606233,Musim Gugur
500,Wanliu,,,2015,82.53664817185944,,11.0,118.71690140845071,Musim Gugur
501,Wanliu,,,2016,90.48322109988777,,11.0,134.7722222222222,Musim Gugur
502,Wanliu,,,2013,81.2359443491519,,12.0,116.088948787062,Musim Dingin
503,Wanliu,,,2014,77.40952322134387,,12.0,108.35801630434783,Musim Dingin
504,Wanliu,,,2015,101.70854690340482,,12.0,157.45196211096075,Musim Dingin
505,Wanliu,,,2016,96.60721187451175,,12.0,147.14518317503394,Musim Dingin
506,Wanshouxigong,,,2014,100.01059629443607,,1.0,154.021408839779,Musim Dingin
507,Wanshouxigong,,,2015,87.34647960085375,,1.0,128.43472409152085,Musim Dingin
508,Wanshouxigong,,,2016,67.7981438197947,,1.0,88.93910690121787,Musim Dingin
509,Wanshouxigong,,,2014,108.96192696192696,,2.0,172.10675039246468,Musim Dingin
510,Wanshouxigong,,,2015,90.12021709633649,,2.0,134.03880597014924,Musim Dingin
511,Wanshouxigong,,,2016,52.21579163730327,,2.0,57.45639534883721,Musim Dingin
512,Wanshouxigong,,,2013,88.21700879765396,,3.0,130.19354838709677,Musim Semi
513,Wanshouxigong,,,2014,101.6806966026347,,3.0,157.3956931359354,Musim Semi
514,Wanshouxigong,,,2015,99.90829273663061,,3.0,153.81471389645776,Musim Semi
515,Wanshouxigong,,,2016,88.4307241350838,,3.0,130.62534059945503,Musim Semi
516,Wanshouxigong,,,2013,70.32299349545525,,4.0,94.04033379694019,Musim Semi
517,Wanshouxigong,,,2014,93.6420674056279,,4.0,141.15438108484005,Musim Semi
518,Wanshouxigong,,,2015,82.94483623256542,,4.0,119.54160789844852,Musim Semi
519,Wanshouxigong,,,2016,78.49245326831534,,4.0,110.54597701149426,Musim Semi
520,Wanshouxigong,,,2013,87.64289399370045,,5.0,129.03360215053763,Musim Semi
521,Wanshouxigong,,,2014,81.3731692804624,,5.0,116.36619915848529,Musim Semi
522,Wanshouxigong,,,2015,69.09671891327064,,5.0,91.56275862068965,Musim Semi
523,Wanshouxigong,,,2016,70.34444583004253,,5.0,94.08367626886145,Musim Semi
524,Wanshouxigong,,,2013,82.49236796938747,,6.0,118.62743732590529,Musim Panas
525,Wanshouxigong,,,2014,64.1127052649399,,6.0,81.49301675977654,Musim Panas
526,Wanshouxigong,,,2015,63.818011815206766,,6.0,80.8976157082749,Musim Panas
527,Wanshouxigong,,,2016,64.70089615668884,,6.0,82.6814024390244,Musim Panas
528,Wanshouxigong,,,2013,60.390013495276655,,7.0,73.97165991902834,Musim Panas
529,Wanshouxigong,,,2014,78.50476424160635,,7.0,110.57085020242916,Musim Panas
530,Wanshouxigong,,,2015,62.15206041521831,,7.0,77.53171390013495,Musim Panas
531,Wanshouxigong,,,2016,64.32530467720686,,7.0,81.9225543478261,Musim Panas
532,Wanshouxigong,,,2013,64.20554602630074,,8.0,81.68059299191374,Musim Panas
533,Wanshouxigong,,,2014,68.9330927036176,,8.0,91.2321668909825,Musim Panas
534,Wanshouxigong,,,2015,57.45653546332894,,8.0,68.04483695652173,Musim Panas
535,Wanshouxigong,,,2016,55.79119126487547,,8.0,64.68016194331983,Musim Panas
536,Wanshouxigong,,,2013,81.92953142536476,,9.0,117.49027777777778,Musim Gugur
537,Wanshouxigong,,,2014,72.14279882154882,,9.0,97.71708333333333,Musim Gugur
538,Wanshouxigong,,,2015,57.69236398071625,,9.0,68.52130681818181,Musim Gugur
539,Wanshouxigong,,,2016,58.66323232323232,,9.0,70.48285714285714,Musim Gugur
540,Wanshouxigong,,,2013,90.08038720538721,,10.0,133.95833333333334,Musim Gugur
541,Wanshouxigong,,,2014,93.9213797610422,,10.0,141.71870604781998,Musim Gugur
542,Wanshouxigong,,,2015,72.53097007813989,,10.0,98.50134770889488,Musim Gugur
543,Wanshouxigong,,,2016,70.50274676590466,,10.0,94.40350877192982,Musim Gugur
544,Wanshouxigong,,,2013,79.12263103918181,,11.0,111.8191933240612,Musim Gugur
545,Wanshouxigong,,,2014,94.51546815674475,,11.0,142.91900709219857,Musim Gugur
546,Wanshouxigong,,,2015,89.32512448427941,,11.0,132.43239436619717,Musim Gugur
547,Wanshouxigong,,,2016,91.27789001122335,,11.0,136.37777777777777,Musim Gugur
548,Wanshouxigong,,,2013,84.16095001155566,,12.0,121.9986541049798,Musim Dingin
549,Wanshouxigong,,,2014,78.78119980973166,,12.0,111.12936288088642,Musim Dingin
550,Wanshouxigong,,,2015,113.01938378195362,,12.0,180.30446927374302,Musim Dingin
551,Wanshouxigong,,,2016,107.65201270464429,,12.0,169.46018893387316,Musim Dingin
